week_start,market,sku_id,units,price,promo_flag,holiday_flag,temp_c,rain_mm
2023-01-23,Mumbai,S006,53,16.83,0,0,24.19,7.8
2023-01-30,Bengaluru,S001,34,9.89,0,0,31.33,6.45
2023-01-30,Bengaluru,S002,47,6.43,0,0,31.33,6.45
2023-01-30,Bengaluru,S003,46,16.46,0,0,31.33,6.45
2023-01-30,Bengaluru,S004,61,21.56,0,0,31.33,6.45
2023-01-30,Bengaluru,S005,75,15.36,0,0,31.33,6.45
2023-01-30,Bengaluru,S006,76,16.76,0,0,31.33,6.45
2023-01-30,Delhi,S001,19,10.05,0,0,32.04,6.12
2023-01-30,Delhi,S002,32,6.4,0,0,32.04,6.12
2023-01-30,Delhi,S003,28,16.0,0,0,32.04,6.12
2023-01-30,Delhi,S004,30,22.27,0,0,32.04,6.12
2023-01-30,Delhi,S005,53,15.41,0,0,32.04,6.12
2023-01-30,Delhi,S006,77,14.99,1,0,32.04,6.12
2023-01-30,Hyderabad,S001,70,10.16,0,0,29.75,7.27
2023-01-30,Hyderabad,S002,67,6.5,0,0,29.75,7.27
2023-01-30,Hyderabad,S003,76,15.98,0,0,29.75,7.27
2023-01-30,Hyderabad,S004,66,21.86,0,0,29.75,7.27
2023-01-30,Hyderabad,S005,116,13.65,1,0,29.75,7.27
2023-01-30,Hyderabad,S006,101,16.99,0,0,29.75,7.27
2023-01-30,Kolkata,S001,45,9.83,0,0,33.73,8.28
2023-01-30,Kolkata,S002,47,6.42,0,0,33.73,8.28
2023-01-30,Kolkata,S003,87,14.29,1,0,33.73,8.28
2023-01-30,Kolkata,S004,73,21.54,0,0,33.73,8.28
2023-01-30,Kolkata,S005,96,13.84,1,0,33.73,8.28
2023-01-30,Kolkata,S006,90,16.58,0,0,33.73,8.28
2023-01-30,Mumbai,S001,30,10.06,0,0,24.01,11.07
2023-01-30,Mumbai,S002,47,5.79,1,0,24.01,11.07
2023-01-30,Mumbai,S003,50,16.43,0,0,24.01,11.07
2023-01-30,Mumbai,S004,51,19.86,1,0,24.01,11.07
2023-01-30,Mumbai,S005,49,15.34,0,0,24.01,11.07
2023-01-30,Mumbai,S006,59,16.75,0,0,24.01,11.07
2023-02-06,Bengaluru,S001,42,9.81,0,0,32.61,6.51
2023-02-06,Bengaluru,S002,45,6.52,0,0,32.61,6.51
2023-02-06,Bengaluru,S003,64,16.43,0,0,32.61,6.51
2023-02-06,Bengaluru,S004,69,22.39,0,0,32.61,6.51
2023-02-06,Bengaluru,S005,66,14.97,0,0,32.61,6.51
2023-02-06,Bengaluru,S006,78,16.57,0,0,32.61,6.51
2023-02-06,Delhi,S001,28,9.96,0,0,32.27,7.26
2023-02-06,Delhi,S002,26,6.31,0,0,32.27,7.26
2023-02-06,Delhi,S003,44,16.48,0,0,32.27,7.26
2023-02-06,Delhi,S004,38,22.35,0,0,32.27,7.26
2023-02-06,Delhi,S005,67,13.94,1,0,32.27,7.26
2023-02-06,Delhi,S006,70,14.84,1,0,32.27,7.26
2023-02-06,Hyderabad,S001,47,10.0,0,0,27.73,6.24
2023-02-06,Hyderabad,S002,57,6.38,0,0,27.73,6.24
2023-02-06,Hyderabad,S003,69,16.43,0,0,27.73,6.24
2023-02-06,Hyderabad,S004,68,21.75,0,0,27.73,6.24
2023-02-06,Hyderabad,S005,104,15.13,0,0,27.73,6.24
2023-02-06,Hyderabad,S006,98,16.57,0,0,27.73,6.24
2023-02-06,Kolkata,S001,40,9.92,0,0,34.71,8.21
2023-02-06,Kolkata,S002,56,6.3,0,0,34.71,8.21
2023-02-06,Kolkata,S003,90,14.83,1,0,34.71,8.21
2023-02-06,Kolkata,S004,65,22.07,0,0,34.71,8.21
2023-02-06,Kolkata,S005,128,13.62,1,0,34.71,8.21
2023-02-06,Kolkata,S006,124,15.16,1,0,34.71,8.21
2023-02-06,Mumbai,S001,36,8.81,1,0,24.58,7.14
2023-02-06,Mumbai,S002,43,5.76,1,0,24.58,7.14
2023-02-06,Mumbai,S003,34,16.18,0,0,24.58,7.14
2023-02-06,Mumbai,S004,63,20.14,1,0,24.58,7.14
2023-02-06,Mumbai,S005,65,15.14,0,0,24.58,7.14
2023-02-06,Mumbai,S006,59,16.36,0,0,24.58,7.14
2023-02-13,Bengaluru,S001,43,9.79,0,0,31.65,7.32
2023-02-13,Bengaluru,S002,49,6.38,0,0,31.65,7.32
2023-02-13,Bengaluru,S003,53,16.27,0,0,31.65,7.32
2023-02-13,Bengaluru,S004,79,22.09,0,0,31.65,7.32
2023-02-13,Bengaluru,S005,81,15.21,0,0,31.65,7.32
2023-02-13,Bengaluru,S006,65,16.54,0,0,31.65,7.32
2023-02-13,Delhi,S001,26,10.06,0,0,30.33,6.66
2023-02-13,Delhi,S002,30,6.52,0,0,30.33,6.66
2023-02-13,Delhi,S003,39,16.19,0,0,30.33,6.66
2023-02-13,Delhi,S004,37,21.87,0,0,30.33,6.66
2023-02-13,Delhi,S005,37,13.79,1,0,30.33,6.66
2023-02-13,Delhi,S006,62,16.46,0,0,30.33,6.66
2023-02-13,Hyderabad,S001,56,9.88,0,0,30.02,6.72
2023-02-13,Hyderabad,S002,80,6.39,0,0,30.02,6.72
2023-02-13,Hyderabad,S003,60,15.92,0,0,30.02,6.72
2023-02-13,Hyderabad,S004,84,22.11,0,0,30.02,6.72
2023-02-13,Hyderabad,S005,87,15.22,0,0,30.02,6.72
2023-02-13,Hyderabad,S006,95,16.48,0,0,30.02,6.72
2023-02-13,Kolkata,S001,34,10.15,0,0,35.63,7.85
2023-02-13,Kolkata,S002,48,6.45,0,0,35.63,7.85
2023-02-13,Kolkata,S003,66,16.4,0,0,35.63,7.85
2023-02-13,Kolkata,S004,61,21.73,0,0,35.63,7.85
2023-02-13,Kolkata,S005,81,15.17,0,0,35.63,7.85
2023-02-13,Kolkata,S006,132,15.13,1,0,35.63,7.85
2023-02-13,Mumbai,S001,41,9.02,1,0,24.97,6.4
2023-02-13,Mumbai,S002,38,5.87,1,0,24.97,6.4
2023-02-13,Mumbai,S003,53,16.27,0,0,24.97,6.4
2023-02-13,Mumbai,S004,53,22.12,0,0,24.97,6.4
2023-02-13,Mumbai,S005,44,15.16,0,0,24.97,6.4
2023-02-13,Mumbai,S006,85,14.76,1,0,24.97,6.4
2023-02-20,Bengaluru,S001,46,9.84,0,0,34.45,7.56
2023-02-20,Bengaluru,S002,55,6.4,0,0,34.45,7.56
2023-02-20,Bengaluru,S003,60,16.09,0,0,34.45,7.56
2023-02-20,Bengaluru,S004,56,21.7,0,0,34.45,7.56
2023-02-20,Bengaluru,S005,91,15.16,0,0,34.45,7.56
2023-02-20,Bengaluru,S006,87,16.82,0,0,34.45,7.56
2023-02-20,Delhi,S001,38,9.13,1,0,30.36,4.23
2023-02-20,Delhi,S002,38,5.85,1,0,30.36,4.23
2023-02-20,Delhi,S003,47,16.47,0,0,30.36,4.23
2023-02-20,Delhi,S004,45,22.33,0,0,30.36,4.23
2023-02-20,Delhi,S005,53,13.98,1,0,30.36,4.23
2023-02-20,Delhi,S006,52,16.78,0,0,30.36,4.23
2023-02-20,Hyderabad,S001,62,10.12,0,0,28.59,3.6
2023-02-20,Hyderabad,S002,57,6.52,0,0,28.59,3.6
2023-02-20,Hyderabad,S003,107,14.76,1,0,28.59,3.6
2023-02-20,Hyderabad,S004,81,21.77,0,0,28.59,3.6
2023-02-20,Hyderabad,S005,91,15.23,0,0,28.59,3.6
2023-02-20,Hyderabad,S006,101,16.74,0,0,28.59,3.6
2023-02-20,Kolkata,S001,52,10.01,0,0,35.97,9.35
2023-02-20,Kolkata,S002,44,6.51,0,0,35.97,9.35
2023-02-20,Kolkata,S003,61,16.1,0,0,35.97,9.35
2023-02-20,Kolkata,S004,82,22.01,0,0,35.97,9.35
2023-02-20,Kolkata,S005,71,15.32,0,0,35.97,9.35
2023-02-20,Kolkata,S006,91,16.8,0,0,35.97,9.35
2023-02-20,Mumbai,S001,37,9.88,0,0,27.15,6.42
2023-02-20,Mumbai,S002,41,6.54,0,0,27.15,6.42
2023-02-20,Mumbai,S003,46,16.44,0,0,27.15,6.42
2023-02-20,Mumbai,S004,52,22.12,0,0,27.15,6.42
2023-02-20,Mumbai,S005,71,13.88,1,0,27.15,6.42
2023-02-20,Mumbai,S006,81,15.22,1,0,27.15,6.42
2023-02-27,Bengaluru,S001,39,9.92,0,0,31.53,5.02
2023-02-27,Bengaluru,S002,72,6.5,0,0,31.53,5.02
2023-02-27,Bengaluru,S003,58,15.94,0,0,31.53,5.02
2023-02-27,Bengaluru,S004,66,21.77,0,0,31.53,5.02
2023-02-27,Bengaluru,S005,81,15.24,0,0,31.53,5.02
2023-02-27,Bengaluru,S006,82,16.77,0,0,31.53,5.02
2023-02-27,Delhi,S001,33,8.82,1,0,34.05,2.99
2023-02-27,Delhi,S002,47,5.8,1,0,34.05,2.99
2023-02-27,Delhi,S003,43,15.89,0,0,34.05,2.99
2023-02-27,Delhi,S004,52,21.58,0,0,34.05,2.99
2023-02-27,Delhi,S005,56,15.11,0,0,34.05,2.99
2023-02-27,Delhi,S006,57,16.4,0,0,34.05,2.99
2023-02-27,Hyderabad,S001,57,9.96,0,0,27.89,5.62
2023-02-27,Hyderabad,S002,54,6.47,0,0,27.89,5.62
2023-02-27,Hyderabad,S003,99,14.75,1,0,27.89,5.62
2023-02-27,Hyderabad,S004,72,22.04,0,0,27.89,5.62
2023-02-27,Hyderabad,S005,104,15.01,0,0,27.89,5.62
2023-02-27,Hyderabad,S006,118,16.7,0,0,27.89,5.62
2023-02-27,Kolkata,S001,52,10.01,0,0,37.99,8.56
2023-02-27,Kolkata,S002,84,5.75,1,0,37.99,8.56
2023-02-27,Kolkata,S003,77,15.9,0,0,37.99,8.56
2023-02-27,Kolkata,S004,97,21.57,0,0,37.99,8.56
2023-02-27,Kolkata,S005,97,15.23,0,0,37.99,8.56
2023-02-27,Kolkata,S006,98,16.63,0,0,37.99,8.56
2023-02-27,Mumbai,S001,40,9.91,0,0,27.07,6.9
2023-02-27,Mumbai,S002,41,6.44,0,0,27.07,6.9
2023-02-27,Mumbai,S003,44,16.2,0,0,27.07,6.9
2023-02-27,Mumbai,S004,64,21.95,0,0,27.07,6.9
2023-02-27,Mumbai,S005,88,13.49,1,0,27.07,6.9
2023-02-27,Mumbai,S006,81,16.38,0,0,27.07,6.9
2023-03-06,Bengaluru,S001,53,9.89,0,1,30.83,5.07
2023-03-06,Bengaluru,S002,92,5.85,1,1,30.83,5.07
2023-03-06,Bengaluru,S003,76,16.04,0,1,30.83,5.07
2023-03-06,Bengaluru,S004,68,22.03,0,1,30.83,5.07
2023-03-06,Bengaluru,S005,113,15.45,0,1,30.83,5.07
2023-03-06,Bengaluru,S006,102,16.64,0,1,30.83,5.07
2023-03-06,Delhi,S001,34,9.9,0,1,32.85,3.36
2023-03-06,Delhi,S002,56,5.7,1,1,32.85,3.36
2023-03-06,Delhi,S003,61,14.44,1,1,32.85,3.36
2023-03-06,Delhi,S004,86,19.64,1,1,32.85,3.36
2023-03-06,Delhi,S005,70,15.23,0,1,32.85,3.36
2023-03-06,Delhi,S006,58,16.7,0,1,32.85,3.36
2023-03-06,Hyderabad,S001,88,8.93,1,1,27.37,4.96
2023-03-06,Hyderabad,S002,108,5.9,1,1,27.37,4.96
2023-03-06,Hyderabad,S003,84,16.0,0,1,27.37,4.96
2023-03-06,Hyderabad,S004,142,22.27,0,1,27.37,4.96
2023-03-06,Hyderabad,S005,140,15.2,0,1,27.37,4.96
2023-03-06,Hyderabad,S006,139,16.78,0,1,27.37,4.96
2023-03-06,Kolkata,S001,83,9.12,1,1,35.94,8.7
2023-03-06,Kolkata,S002,100,5.8,1,1,35.94,8.7
2023-03-06,Kolkata,S003,95,16.42,0,1,35.94,8.7
2023-03-06,Kolkata,S004,97,21.71,0,1,35.94,8.7
2023-03-06,Kolkata,S005,137,15.08,0,1,35.94,8.7
2023-03-06,Kolkata,S006,122,16.69,0,1,35.94,8.7
2023-03-06,Mumbai,S001,41,10.05,0,1,28.32,6.76
2023-03-06,Mumbai,S002,52,6.37,0,1,28.32,6.76
2023-03-06,Mumbai,S003,59,16.29,0,1,28.32,6.76
2023-03-06,Mumbai,S004,84,21.7,0,1,28.32,6.76
2023-03-06,Mumbai,S005,85,13.69,1,1,28.32,6.76
2023-03-06,Mumbai,S006,94,16.97,0,1,28.32,6.76
2023-03-13,Bengaluru,S001,57,9.81,0,1,34.31,4.87
2023-03-13,Bengaluru,S002,77,5.8,1,1,34.31,4.87
2023-03-13,Bengaluru,S003,72,16.09,0,1,34.31,4.87
2023-03-13,Bengaluru,S004,82,21.75,0,1,34.31,4.87
2023-03-13,Bengaluru,S005,116,15.33,0,1,34.31,4.87
2023-03-13,Bengaluru,S006,94,16.98,0,1,34.31,4.87
2023-03-13,Delhi,S001,26,10.09,0,1,32.98,0.71
2023-03-13,Delhi,S002,41,6.44,0,1,32.98,0.71
2023-03-13,Delhi,S003,67,14.29,1,1,32.98,0.71
2023-03-13,Delhi,S004,79,19.63,1,1,32.98,0.71
2023-03-13,Delhi,S005,58,15.14,0,1,32.98,0.71
2023-03-13,Delhi,S006,80,16.73,0,1,32.98,0.71
2023-03-13,Hyderabad,S001,108,8.83,1,1,29.66,6.01
2023-03-13,Hyderabad,S002,114,5.77,1,1,29.66,6.01
2023-03-13,Hyderabad,S003,86,16.19,0,1,29.66,6.01
2023-03-13,Hyderabad,S004,124,22.36,0,1,29.66,6.01
2023-03-13,Hyderabad,S005,150,15.05,0,1,29.66,6.01
2023-03-13,Hyderabad,S006,134,16.96,0,1,29.66,6.01
2023-03-13,Kolkata,S001,71,8.86,1,1,39.04,6.19
2023-03-13,Kolkata,S002,78,6.33,0,1,39.04,6.19
2023-03-13,Kolkata,S003,115,16.15,0,1,39.04,6.19
2023-03-13,Kolkata,S004,98,22.01,0,1,39.04,6.19
2023-03-13,Kolkata,S005,120,15.46,0,1,39.04,6.19
2023-03-13,Kolkata,S006,138,16.74,0,1,39.04,6.19
2023-03-13,Mumbai,S001,36,9.91,0,1,24.97,4.33
2023-03-13,Mumbai,S002,53,6.36,0,1,24.97,4.33
2023-03-13,Mumbai,S003,51,15.92,0,1,24.97,4.33
2023-03-13,Mumbai,S004,65,21.68,0,1,24.97,4.33
2023-03-13,Mumbai,S005,75,15.41,0,1,24.97,4.33
2023-03-13,Mumbai,S006,79,16.7,0,1,24.97,4.33
2023-03-20,Bengaluru,S001,52,9.97,0,1,36.79,4.19
2023-03-20,Bengaluru,S002,98,5.79,1,1,36.79,4.19
2023-03-20,Bengaluru,S003,76,16.09,0,1,36.79,4.19
2023-03-20,Bengaluru,S004,87,22.17,0,1,36.79,4.19
2023-03-20,Bengaluru,S005,115,15.11,0,1,36.79,4.19
2023-03-20,Bengaluru,S006,122,16.48,0,1,36.79,4.19
2023-03-20,Delhi,S001,46,9.99,0,1,30.92,2.88
2023-03-20,Delhi,S002,41,6.32,0,1,30.92,2.88
2023-03-20,Delhi,S003,47,16.08,0,1,30.92,2.88
2023-03-20,Delhi,S004,62,22.06,0,1,30.92,2.88
2023-03-20,Delhi,S005,60,15.41,0,1,30.92,2.88
2023-03-20,Delhi,S006,63,16.7,0,1,30.92,2.88
2023-03-20,Hyderabad,S001,90,9.81,0,1,28.58,2.14
2023-03-20,Hyderabad,S002,102,5.81,1,1,28.58,2.14
2023-03-20,Hyderabad,S003,104,16.5,0,1,28.58,2.14
2023-03-20,Hyderabad,S004,120,22.33,0,1,28.58,2.14
2023-03-20,Hyderabad,S005,121,15.36,0,1,28.58,2.14
2023-03-20,Hyderabad,S006,186,15.07,1,1,28.58,2.14
2023-03-20,Kolkata,S001,80,8.83,1,1,39.84,5.69
2023-03-20,Kolkata,S002,65,6.47,0,1,39.84,5.69
2023-03-20,Kolkata,S003,95,16.16,0,1,39.84,5.69
2023-03-20,Kolkata,S004,98,21.74,0,1,39.84,5.69
2023-03-20,Kolkata,S005,116,14.99,0,1,39.84,5.69
2023-03-20,Kolkata,S006,154,15.3,1,1,39.84,5.69
2023-03-20,Mumbai,S001,50,10.15,0,1,29.11,4.85
2023-03-20,Mumbai,S002,68,5.75,1,1,29.11,4.85
2023-03-20,Mumbai,S003,68,16.23,0,1,29.11,4.85
2023-03-20,Mumbai,S004,72,21.79,0,1,29.11,4.85
2023-03-20,Mumbai,S005,71,15.26,0,1,29.11,4.85
2023-03-20,Mumbai,S006,75,16.86,0,1,29.11,4.85
2023-03-27,Bengaluru,S001,60,10.1,0,1,32.4,5.01
2023-03-27,Bengaluru,S002,69,6.55,0,1,32.4,5.01
2023-03-27,Bengaluru,S003,80,16.18,0,1,32.4,5.01
2023-03-27,Bengaluru,S004,88,21.78,0,1,32.4,5.01
2023-03-27,Bengaluru,S005,101,15.0,0,1,32.4,5.01
2023-03-27,Bengaluru,S006,159,14.86,1,1,32.4,5.01
2023-03-27,Delhi,S001,41,9.84,0,1,35.1,3.16
2023-03-27,Delhi,S002,55,6.41,0,1,35.1,3.16
2023-03-27,Delhi,S003,44,16.13,0,1,35.1,3.16
2023-03-27,Delhi,S004,60,21.93,0,1,35.1,3.16
2023-03-27,Delhi,S005,58,15.25,0,1,35.1,3.16
2023-03-27,Delhi,S006,82,16.74,0,1,35.1,3.16
2023-03-27,Hyderabad,S001,66,9.85,0,1,30.06,4.87
2023-03-27,Hyderabad,S002,85,6.31,0,1,30.06,4.87
2023-03-27,Hyderabad,S003,99,16.17,0,1,30.06,4.87
2023-03-27,Hyderabad,S004,99,21.77,0,1,30.06,4.87
2023-03-27,Hyderabad,S005,138,15.32,0,1,30.06,4.87
2023-03-27,Hyderabad,S006,162,15.01,1,1,30.06,4.87
2023-03-27,Kolkata,S001,71,9.83,0,1,34.92,7.48
2023-03-27,Kolkata,S002,86,6.52,0,1,34.92,7.48
2023-03-27,Kolkata,S003,81,16.41,0,1,34.92,7.48
2023-03-27,Kolkata,S004,107,22.31,0,1,34.92,7.48
2023-03-27,Kolkata,S005,118,15.43,0,1,34.92,7.48
2023-03-27,Kolkata,S006,156,14.94,1,1,34.92,7.48
2023-03-27,Mumbai,S001,48,10.09,0,1,25.15,4.42
2023-03-27,Mumbai,S002,77,5.76,1,1,25.15,4.42
2023-03-27,Mumbai,S003,60,16.33,0,1,25.15,4.42
2023-03-27,Mumbai,S004,73,19.46,1,1,25.15,4.42
2023-03-27,Mumbai,S005,73,15.09,0,1,25.15,4.42
2023-03-27,Mumbai,S006,72,16.81,0,1,25.15,4.42
2023-04-03,Bengaluru,S001,38,9.92,0,0,34.3,4.62
2023-04-03,Bengaluru,S002,57,6.3,0,0,34.3,4.62
2023-04-03,Bengaluru,S003,67,16.4,0,0,34.3,4.62
2023-04-03,Bengaluru,S004,68,21.88,0,0,34.3,4.62
2023-04-03,Bengaluru,S005,98,15.02,0,0,34.3,4.62
2023-04-03,Bengaluru,S006,120,14.74,1,0,34.3,4.62
2023-04-03,Delhi,S001,30,9.8,0,0,33.75,3.83
2023-04-03,Delhi,S002,40,6.48,0,0,33.75,3.83
2023-04-03,Delhi,S003,43,16.27,0,0,33.75,3.83
2023-04-03,Delhi,S004,44,21.77,0,0,33.75,3.83
2023-04-03,Delhi,S005,53,14.96,0,0,33.75,3.83
2023-04-03,Delhi,S006,52,16.47,0,0,33.75,3.83
2023-04-03,Hyderabad,S001,69,10.02,0,0,32.34,2.65
2023-04-03,Hyderabad,S002,69,6.41,0,0,32.34,2.65
2023-04-03,Hyderabad,S003,87,16.44,0,0,32.34,2.65
2023-04-03,Hyderabad,S004,102,21.65,0,0,32.34,2.65
2023-04-03,Hyderabad,S005,132,13.83,1,0,32.34,2.65
